	fisher_odds_ratio	P.Value	frac_mut_MMRD	frac_mut_MMRP	num_mut_MMRD	num_mut_MMRP	num_WT_MMRD	num_WT_MMRP	adj.P.Val
CPLANE1	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
EHMT2	inf	5.217875975419863e-05	7 / 42	0 / 142	7.0	0.0	42.0	142.0	0.0017857018127761144
CHD7	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
MSH6	inf	5.217875975419863e-05	7 / 42	0 / 142	7.0	0.0	42.0	142.0	0.0017857018127761144
DAZAP1	inf	5.217875975419863e-05	7 / 42	0 / 142	7.0	0.0	42.0	142.0	0.0017857018127761144
FAHD2A	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
NOTCH1	19.674418604651162	0.001258357531746604	6 / 43	1 / 141	6.0	1.0	43.0	141.0	0.01891092525427016
LACTB2	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
OPLAH	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
KNOP1	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
MED25	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
CREBBP	7.954545454545454	0.01285412163521906	5 / 44	2 / 140	5.0	2.0	44.0	140.0	0.07964073241484108
SMTN	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
RFX5	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
CCAR1	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
RTCB	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
STAB1	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
ADGRA2	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
IL17RB	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
RXFP2	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
HERC1	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
PRR12	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
KDM5A	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
GPR179	19.674418604651162	0.001258357531746604	6 / 43	1 / 141	6.0	1.0	43.0	141.0	0.01891092525427016
RAPGEF2	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
SRPRA	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
CCAR2	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
ZSWIM8	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
CDK5RAP2	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
LNPEP	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
KDM6B	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
IRS2	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
ARMH2	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
HCRTR2	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
ZNF330	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
NUGGC	19.674418604651162	0.001258357531746604	6 / 43	1 / 141	6.0	1.0	43.0	141.0	0.01891092525427016
MFRP	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
CRACD	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
USP35	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
ADAMTSL1	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
SETD1A	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
PTCH1	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
DDX27	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
BAG6	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
TTK	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
AC004080.3	inf	0.003943541226539363	4 / 45	0 / 142	4.0	0.0	45.0	142.0	0.03587065855140344
SBNO1	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
VPS37B	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
FAM193A	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
PLEKHA5	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
DMXL2	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
SGO1	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
ENTPD7	16.022727272727273	0.004571432989882543	5 / 44	1 / 141	5.0	1.0	44.0	141.0	0.04067222169762937
SSPO	inf	0.003943541226539363	4 / 45	0 / 142	4.0	0.0	45.0	142.0	0.03587065855140344
MECOM	19.674418604651162	0.001258357531746604	6 / 43	1 / 141	6.0	1.0	43.0	141.0	0.01891092525427016
RTTN	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
FASN	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
CCDC175	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
ATP8B4	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
KCNH2	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
AP2A2	19.674418604651162	0.001258357531746604	6 / 43	1 / 141	6.0	1.0	43.0	141.0	0.01891092525427016
FAT3	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
MDGA2	19.674418604651162	0.001258357531746604	6 / 43	1 / 141	6.0	1.0	43.0	141.0	0.01891092525427016
SLAMF1	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
ZC3H18	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
TULP4	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
LHX1	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
DDX60L	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
RIF1	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
RYR2	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
CDH24	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
XIAP	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
SASS6	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
IRS1	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
CHD8	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
TSPYL2	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
DOCK4	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
NR4A2	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
TRIM51	19.674418604651162	0.001258357531746604	6 / 43	1 / 141	6.0	1.0	43.0	141.0	0.01891092525427016
ZNF506	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
RYR3	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
TICAM1	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
DNAH12	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
LARP4B	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
MLH3	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
ANKRD26	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
LRP2	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
SIX3	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
MID1	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
OR6C75	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
WDR55	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
SVIL	19.674418604651162	0.001258357531746604	6 / 43	1 / 141	6.0	1.0	43.0	141.0	0.01891092525427016
MYRF	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
ZNF365	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
BCORL1	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
RMDN2	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
TAS1R3	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
LMTK3	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
KIF5C	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
ATAD2B	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
PLEKHA6	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
PPP1R10	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
KIF21A	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
KCTD16	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
CRYBG2	16.022727272727273	0.004571432989882543	5 / 44	1 / 141	5.0	1.0	44.0	141.0	0.04067222169762937
MYO3A	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
PLXNA3	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
PHGR1	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
RYR1	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
NPHS1	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
SRPK3	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
RAD51AP2	inf	0.0002244900128960173	6 / 43	0 / 142	6.0	0.0	43.0	142.0	0.00533298783213116
TPM3	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
SYCP1	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
DYNC1I2	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
USP9X	6.222222222222222	0.03862248630961037	4 / 45	2 / 140	4.0	2.0	45.0	140.0	0.16304225663956803
KCNC3	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
CEP350	inf	0.003943541226539363	4 / 45	0 / 142	4.0	0.0	45.0	142.0	0.03587065855140344
NOL4L	16.022727272727273	0.004571432989882543	5 / 44	1 / 141	5.0	1.0	44.0	141.0	0.04067222169762937
SMARCAD1	inf	0.003943541226539363	4 / 45	0 / 142	4.0	0.0	45.0	142.0	0.03587065855140344
COL12A1	16.022727272727273	0.004571432989882543	5 / 44	1 / 141	5.0	1.0	44.0	141.0	0.04067222169762937
ATF5	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
CCDC18	inf	0.003943541226539363	4 / 45	0 / 142	4.0	0.0	45.0	142.0	0.03587065855140344
SDAD1	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
DNAH7	12.533333333333333	0.01592178409645785	4 / 45	1 / 141	4.0	1.0	45.0	141.0	0.07964073241484108
ADAMTS18	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
FAHD2B	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
SOGA3	16.022727272727273	0.004571432989882543	5 / 44	1 / 141	5.0	1.0	44.0	141.0	0.04067222169762937
CD93	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
POU2F2	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
PLEC	16.022727272727273	0.004571432989882543	5 / 44	1 / 141	5.0	1.0	44.0	141.0	0.04067222169762937
EPHB6	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
ZBTB7C	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
GPATCH8	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
RUNX2	inf	0.003943541226539363	4 / 45	0 / 142	4.0	0.0	45.0	142.0	0.03587065855140344
TET3	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
RPS28	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
HSPG2	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
SCN3A	inf	0.003943541226539363	4 / 45	0 / 142	4.0	0.0	45.0	142.0	0.03587065855140344
TTC39B	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
PKD1	inf	0.003943541226539363	4 / 45	0 / 142	4.0	0.0	45.0	142.0	0.03587065855140344
MIDN	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
ZFHX4	12.533333333333333	0.01592178409645785	4 / 45	1 / 141	4.0	1.0	45.0	141.0	0.07964073241484108
ITPR3	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
ATAD5	16.022727272727273	0.004571432989882543	5 / 44	1 / 141	5.0	1.0	44.0	141.0	0.04067222169762937
FBXO21	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
RBM48	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
TNRC6B	12.533333333333333	0.01592178409645785	4 / 45	1 / 141	4.0	1.0	45.0	141.0	0.07964073241484108
EIF4G3	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
FAM214A	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
COL9A3	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
SLC4A3	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
LIPT1	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
RAB18	inf	0.01611708153455268	3 / 46	0 / 142	3.0	0.0	46.0	142.0	0.07964073241484108
MOCOS	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
CACNA1I	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
KIF7	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
AC009088.1	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
WASHC4	12.533333333333333	0.01592178409645785	4 / 45	1 / 141	4.0	1.0	45.0	141.0	0.07964073241484108
NOS3	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
ARAF	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
ADGRF4	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
MGAT4C	12.533333333333333	0.01592178409645785	4 / 45	1 / 141	4.0	1.0	45.0	141.0	0.07964073241484108
NES	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
RGL2	inf	0.003943541226539363	4 / 45	0 / 142	4.0	0.0	45.0	142.0	0.03587065855140344
INF2	inf	0.003943541226539363	4 / 45	0 / 142	4.0	0.0	45.0	142.0	0.03587065855140344
CD3G	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
ELAVL3	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
APC2	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
NPNT	inf	0.003943541226539363	4 / 45	0 / 142	4.0	0.0	45.0	142.0	0.03587065855140344
NOSTRIN	inf	0.003943541226539363	4 / 45	0 / 142	4.0	0.0	45.0	142.0	0.03587065855140344
COIL	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
CA7	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
CNNM2	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
KLHDC8B	inf	0.003943541226539363	4 / 45	0 / 142	4.0	0.0	45.0	142.0	0.03587065855140344
SALL3	inf	0.003943541226539363	4 / 45	0 / 142	4.0	0.0	45.0	142.0	0.03587065855140344
MUC16	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
TTLL10	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
ZBTB20	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
CDK14	inf	0.003943541226539363	4 / 45	0 / 142	4.0	0.0	45.0	142.0	0.03587065855140344
CLRN1	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
SSC5D	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
RERE	4.118518518518519	0.07298030587544657	4 / 45	3 / 139	4.0	3.0	45.0	139.0	0.18352595653581744
MIA2	12.533333333333333	0.01592178409645785	4 / 45	1 / 141	4.0	1.0	45.0	141.0	0.07964073241484108
Z82190.2	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
TP53BP1	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
TMEM135	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
PPIG	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
SEMA4C	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
LENG8	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
UMPS	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
CEP162	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
AHDC1	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
PRR36	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
NBEAL2	16.022727272727273	0.004571432989882543	5 / 44	1 / 141	5.0	1.0	44.0	141.0	0.04067222169762937
JARID2	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
ALPK2	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
DYRK1A	9.195652173913043	0.0526377024585906	3 / 46	1 / 141	3.0	1.0	46.0	141.0	0.16304225663956803
RNF213	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
PRPF4B	inf	0.003943541226539363	4 / 45	0 / 142	4.0	0.0	45.0	142.0	0.03587065855140344
PRRG1	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
PLXNA1	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
SHANK3	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
XPOT	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
IQSEC2	12.533333333333333	0.01592178409645785	4 / 45	1 / 141	4.0	1.0	45.0	141.0	0.07964073241484108
ARSJ	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
PRRC2A	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
ASXL1	16.022727272727273	0.004571432989882543	5 / 44	1 / 141	5.0	1.0	44.0	141.0	0.04067222169762937
NIN	16.022727272727273	0.004571432989882543	5 / 44	1 / 141	5.0	1.0	44.0	141.0	0.04067222169762937
ZFC3H1	16.022727272727273	0.004571432989882543	5 / 44	1 / 141	5.0	1.0	44.0	141.0	0.04067222169762937
WNT1	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
TP53BP2	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
TCERG1	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
LARP7	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
VPS13C	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
LAMA3	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
PXN	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
HTR4	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
FAM193B	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
PER1	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
FIGNL2	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
ZNF880	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
CYBA	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
PRTG	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
MYO18A	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
ANK1	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
FOXM1	16.022727272727273	0.004571432989882543	5 / 44	1 / 141	5.0	1.0	44.0	141.0	0.04067222169762937
CAMSAP3	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
RBBP8	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
DPAGT1	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
MLLT3	inf	0.003943541226539363	4 / 45	0 / 142	4.0	0.0	45.0	142.0	0.03587065855140344
PAX2	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
C2CD6	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
UBR4	16.022727272727273	0.004571432989882543	5 / 44	1 / 141	5.0	1.0	44.0	141.0	0.04067222169762937
ST3GAL5	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
CCDC66	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
KCNA4	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
CTAGE9	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
AFF2	inf	0.003943541226539363	4 / 45	0 / 142	4.0	0.0	45.0	142.0	0.03587065855140344
CCDC88A	6.222222222222222	0.03862248630961037	4 / 45	2 / 140	4.0	2.0	45.0	140.0	0.16304225663956803
GTF3C1	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
HLA-B	inf	0.003943541226539363	4 / 45	0 / 142	4.0	0.0	45.0	142.0	0.03587065855140344
RUFY2	16.022727272727273	0.004571432989882543	5 / 44	1 / 141	5.0	1.0	44.0	141.0	0.04067222169762937
TRPM1	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
KIAA1549	inf	0.0009489805090603998	5 / 44	0 / 142	5.0	0.0	44.0	142.0	0.01467629140745983
GSE1	7.954545454545454	0.01285412163521906	5 / 44	2 / 140	5.0	2.0	44.0	140.0	0.07964073241484108
